"( 기획재정국, 기획예산과 ) 업무추진비 집행내역 ( 2022.  7월 )",,,,,,,,
연번,사용자,일시,장소,집행목적,대상 인원수,금액,결제방법,비목
69,기획재정국장,2022.07.18.20:06:31,금한우,지방세 징수율 제고 방안 모색 관련 업무추진,6,"133,000",신용카드,시책
70,대외재정 담당 주무관,2022.07.19.10:26:54,네이버파이낸셜,대외재정 확보 관련 업무추진,30,"167,000",신용카드,시책
71,대외평가 담당 주무관,2022.07.19.11:42:58,명동칼국수,대외평가 자료 제출 관련 업무추진,4,"25,000",신용카드,시책
72,기획팀장,2022.07.19.11:43:03,동우정,성과관리 체계 개선 관련 업무추진,6,"93,000",신용카드,시책
73,기획팀장,2022.07.19.11:45:02,이디야,성과관리 체계 개선 관련 업무추진,4,"13,900",신용카드,시책
74,자치분권 담당 주무관,2022.07.19.11:45:40,카페위로한모금,자치분권 법안 검토 관련 업무추진,6,"52,000",신용카드,시책
75,투자심사 담당 주무관,2022.07.19.12:12:07,카르페디엠,중앙투자심사 의뢰 관련 업무추진,6,"27,600",제로페이,시책
76,마을기록담당,2022.07.19.12:17:38,스시진,마을기록화 사업 관련 업무추진,3,"22,000",제로페이,시책
77,법제통계팀장,2022.07.19.13:11:30,최진사댁,마을기록화 사업 관련 업무추진,7,"140,000",신용카드,시책
78,기획예산과장,2022.07.19.21:18:32,히스토리,성과관리시스템 구축 관련 업무추진,7,"135,000",신용카드,시책
79,기획재정국장,2022.07.20.11:58:47,달달커피,국 주요사업 추진 관련 업무추진,6,"29,300",신용카드,시책
80,기획재정국장,2022.07.20.12:01:50,삼홍,국 주요사업 추진 관련 업무추진,6,"104,000",신용카드,시책
81,예산팀장,2022.07.20.12:07:56,성신초밥,서울시 추경 시비 사업 관련 업무추진,6,"66,000",제로페이,시책
82,예산팀장,2022.07.20.12:13:55,어테이블,길음7단지 중투심사 관련 업무추진,6,"28,900",신용카드,시책
83,통계담당 주무관,2022.07.20.12:16:34,라라면가,공공데이터플랫폼 운영 관련 업무추진,4,"37,000",제로페이,시책
84,통계담당 주무관,2022.07.20.12:20:49,소일,공공데이터플랫폼 운영 관련 업무추진,4,"13,500",제로페이,시책
85,과제 관리 담당 주무관,2022.07.20.12:34:07,윤휘식당,신규 과제 발굴 관련 업무추진,4,"37,500",신용카드,시책
86,기획예산과장,2022.07.21.12:22:33,이웃집샤브,과제체계 개선 및 성과관리 관련 업무추진,6,"77,400",신용카드,시책
87,기획예산과장,2022.07.21.12:25:32,카페뮬,과제체계 개선 및 성과관리 관련 업무추진,6,"22,840",신용카드,시책
88,공공시설 관리체계 담당 주무관,2022.07.22.12:00:50,성신초밥,공공시설 전산시스템 추진 관련 회의,4,"44,000",신용카드,시책
89,혁신경영지원팀장,2022.07.22.12:04:34,히스토리,재단 경영평가 관련 업무추진,4,"63,000",제로페이,시책
90,공공시설 관리체계 담당 주무관,2022.07.22.12:05:38,투썸플레이스,공공시설 전산시스템 추진 관련 회의,4,"18,700",신용카드,시책
91,혁신경영지원팀장,2022.07.22.12:08:27,구월,재단 경영평가 관련 업무추진,4,"16,000",제로페이,시책
92,법제업무담당,2022.07.25.09:40:26,델리,자치법규 정비 관련 업무추진,7,"90,000",제로페이,시책
93,법제통계팀장,2022.07.25.11:51:49,크림탑커피,자치법규 정비 관련 업무추진,7,"65,000",제로페이,시책
94,공공시설 관리체계 담당 주무관,2022.07.25.12:14:04,카오산,공공시설 전산시스템 추진 관련 회의,4,"71,000",신용카드,시책
95,공공시설 관리체계 담당 주무관,2022.07.25.12:18:12,라브리사커피,공공시설 전산시스템 추진 관련 회의,4,"14,000",신용카드,시책
96,기획예산과장,2022.07.25.13:07:07,자미원,국시비 확보 관련 업무추진,6,"69,000",신용카드,시책
97,예산팀장,2022.07.25.19:51:51,오이지,신규사업 발굴 관련 업무추진,5,"68,800",신용카드,시책
98,법제통계팀장,2022.07.26.12:10:18,가정쌈밥,마을기록화 사업 업무추진,6,"60,000",제로페이,시책
99,보조금 담당 주무관,2022.07.26.12:23:44,카르페디엠,지방보조금관리위원회 개최 관련 업무추진,6,"24,400",신용카드,시책
100,과제관리 담당 주무관,2022.07.26.14:26:53,파리바게트,과제체계 개선 및 성과관리 관련 업무추진,10,"150,000",신용카드,시책
101,투자심사 담당 주무관,2022.07.26.15:53:43,이디야,길음7단지 중투 서울시 컨설팅 관련 업무추진,4,"13,900",신용카드,시책
102,기획예산과장,2022.07.26.19:54:53,제주고깃집,서울시 본예산 시비 사업 관련 업무추진,12,"209,000",신용카드,시책
103,기획재정국장,2022.07.26.20:16:30,우토,도시공간 조정 관련 업무추진,10,"183,000",신용카드,시책
104,기획재정국장,2022.07.26.21:25:25,어거스티59,도시공간 조정 관련 업무추진,10,"73,000",신용카드,시책
105,예산팀장,2022.07.27.12:07:47,달달커피,시비 사업 보고회 개최 관련 업무추진,8,"33,800",신용카드,시책
106,기획예산과장,2022.07.27.12:11:36,도쿄커틀릿,마을기록화 사업 업무추진,6,"65,000",제로페이,시책
107,민간위탁 담당 주무관,2022.07.27.12:14:25,까쉬,민간위탁 업무개선 관련 업무추진,5,"21,400",신용카드,시책
108,기획재정국장,2022.07.27.12:17:15,팰릭스킴앤레기,세외수입 확충방안 마련 관련 업무추진,5,"32,400",신용카드,시책
109,기획담당 주무관,2022.07.28.11:33:53,크림탑커피,중앙정부 정책 건의 관련 업무추진,8,"50,000",신용카드,시책
110,투자심사 담당 주무관,2022.07.28.12:28:25,카페어거스티,투자사업심사 관련 업무추진,4,"19,500",신용카드,시책
111,통계담당 주무관,2022.07.28.18:51:59,저스트텐동,공공데이터플랫폼 운영 관련 업무추진,3,"27,800",제로페이,시책
112,기획팀장,2022.07.29.12:05:57,이웃집샤브,미래성북과제 이행률 제고 관련 업무추진,6,"77,400",신용카드,시책
113,기획팀장,2022.07.29.12:09:07,소일,미래성북과제 이행률 제고 관련 업무추진,6,"26,100",신용카드,시책
114,법제통계팀장,2022.07.29.12:11:16,히스토리,공공데이터플랫폼 운영 관련 업무추진,6,"61,000",제로페이,시책
115,통계담당 주무관,2022.07.29.12:16:51,웰컴카페,공공데이터플랫폼 운영 관련 업무추진,6,"48,000",제로페이,시책
116,기획팀장,2022.07.29.20:51:01,모임터,자치분권활성화 방안 발굴 관련 업무추진,15,"294,000",신용카드,시책
계,,,,,,"7,994,030",,
