"( 기획재정국, 기획예산과 ) 업무추진비 집행내역 ( 2022.  8월 )",,,,,,,,
연번,사용자,일시,장소,집행목적,대상 인원수,금액,결제방법,비목
22,혁신경영지원팀장,2022.08.04.17:19:10,카페위로한모금,공재단 예산편성지침 관련 업무추진,4,"30,800",제로페이,시책
23,기획예산과장,2022.08.04.19:53:19,제주고깃집,대외재정 확보 관련 업무추진,10,"222,000",신용카드,시책
24,혁신경영지원팀장,2022.08.04.21:20:41,더하녹,공재단 예산편성지침 관련 업무추진,6,"106,000",신용카드,시책
25,공재단 담당 주무관,2022.08.04.22:51:51,동방,공재단 예산편성지침 관련 업무추진,6,"111,000",신용카드,시책
26,대외재정 담당 주무관,2022.08.05.11:37:55,쵸이양식,국시비 확보 관련 업무추진,3,"41,000",신용카드,시책
27,기금 담당 주무관,2022.08.05.12:08:45,스타벅스,기금운용계획 변경 관련 업무추진,3,"16,100",신용카드,시책
28,통계업무 담당 주무관,2022.08.05.12:28:44,이웃집샤브,구정인식조사 관련 업무추진,5,"38,700",제로페이,시책
29,기획예산과장,2022.08.05.12:53:59,비스트로펠리체,특별조정교부금 신청 관련 업무추진,5,"106,500",신용카드,시책
30,투자심사 담당 주무관,2022.08.05.14:59:54,뚜레쥬르,길음7단지 중투심사 관련 업무추진,5,"27,200",신용카드,시책
31,학술연구용역 담당 주무관,2022.08.05.15:19:44,카페위로한모금,학술연구용약 심의 관련 업무추진,3,"13,800",신용카드,시책
32,기획재정국장,2022.08.08.11:31:27,장원산꽃게,국 시비 확보 관련 업무추진,8,"193,000",신용카드,시책
33,예산팀장,2022.08.08.11:33:05,메가엠지씨,기금 성과분석 관련 업무추진,5,"12,800",신용카드,시책
34,기획팀장,2022.08.08.12:02:24,옛날불고기,과제체계 개선 및 성과관리 관련 업무추진,6,"74,000",신용카드,시책
35,기획팀장,2022.08.08.15:02:44,더치앤빈,구정 주요업무 조정 관련 업무추진,3,"11,600",신용카드,시책
36,미래성북 담당 주무관,2022.08.08.17:56:09,우리할매떡복이,공공시설 조성방향 협의 관련 업무추진,5,"25,900",신용카드,시책
37,기획재정국장,2022.08.08.20:47:32,로터스가든,제2차 추경편성 관련 업무추진,10,"283,000",신용카드,시책
38,기획재정국장,2022.08.09.,경조사비,직원경조사비,1,"50,000",현금,기관
39,법제통계팀장,2022.08.09.12:15:55,크림탑커피,법률자문업무 관련 업무추진,4,"12,800",제로페이,시책
40,기획예산과장,2022.08.09.12:54:59,테리,제2차 추경편성 관련 업무추진,4,"73,500",신용카드,시책
41,기획예산과장,2022.08.10.12:16:31,3월달,공약사업 이행방안 발굴 관련 업무추진,3,"9,400",신용카드,시책
42,마을기록담당 주무관,2022.08.10.12:31:30,명문막국수,주민기록단 사업 업무추진,6,"89,000",신용카드,시책
43,미래성북팀장,2022.08.10.17:54:24,나폴레옹,도시공간 조정 관련 업무추진,10,"75,700",신용카드,시책
44,대외평가 담당 주무관,2022.08.11.11:39:47,일흥,대외평가 자료 작성 관련 업무추진,2,"14,000",신용카드,시책
45,대외평가 담당 주무관,2022.08.11.11:41:25,비나케이크,대외평가 자료 작성 관련 업무추진,2,"8,000",신용카드,시책
46,과제관리 담당 주무관,2022.08.11.13:01:58,할매숯불닭갈비,상반기 과제별 성과평가 관련 업무추진,5,"92,000",신용카드,시책
47,기금 담당 주무관,2022.08.12.11:41:27,카르페디엠,기금 성과분석 관련 업무추진,4,"14,200",신용카드,시책
48,재단 담당 주무관,2022.08.12.12:10:41,포앤시드니,재단 경영평가 관련 업무추진,3,"38,000",제로페이,시책
49,재단 담당 주무관,2022.08.12.12:12:32,커피나무,재단 경영평가 관련 업무추진,3,"11,400",제로페이,시책
50,기획재정국장,2022.08.12.12:14:21,이상갈비,국 주요업무계획 등 주요시책 추진 관련 업무추진,21,"410,000",신용카드,시책
51,기획팀장,2022.08.12.12:26:04,이즘,구정 신규과제 발굴 관련 업무추진,6,"24,500",신용카드,시책
52,과제관리 담당 주무관,2022.08.16.11:40:59,마늘떡볶이,상반기 과제별 성과평가 관련 업무추진,3,"15,000",신용카드,시책
53,예산팀장,2022.08.16.12:06:36,성신초밥,하반기 특별조정교부금 신청 관련 업무추진,4,"49,000",신용카드,시책
54,예산팀장,2022.08.16.12:11:05,어테이블,지방재정영향평과 관련 업무추진,4,"15,500",신용카드,시책
55,법제업무담당 주무관,2022.08.16.12:13:19,가부,자치법규 정비 관련 업무추진,6,"41,500",제로페이,시책
56,법제통계팀장,2022.08.16.12:20:18,크림탑커피,자치법규 정비 관련 업무추진,6,"13,600",제로페이,시책
57,기획예산과장,2022.08.16.12:31:44,스시진,서울시 투자심사 관련 업무추진,7,"106,000",신용카드,시책
58,기획예산과장,2022.08.17.09:22:18,나무와 벽돌,긴급 수해복구 특교 신청 관련 업무추진,3,"36,000",신용카드,시책
59,기획예산과장,2022.08.17.10:29:39,밀곳간,주요업무계획 조정 관련 업무추진,4,"40,000",신용카드,시책
60,법제통계팀장,2022.08.17.12:10:27,성북순두부,자치법규 정비 관련 업무추진,5,"36,000",제로페이,시책
61,기획담당 주무관,2022.08.17.12:14:19,동경산책,미래성북데이 운영 관련 업무추진,4,"59,500",신용카드,시책
62,법제업무담당 주무관,2022.08.17.12:21:56,다비,자치법규 정비 관련 업무추진,4,"7,000",제로페이,시책
63,기획예산과장,2022.08.17.12:38:42,꿈꾸는 이상,2023년 시비 확보 관련 업무추진,17,"413,000",신용카드,시책
64,혁신경영지원팀장,2022.08.17.20:07:37,보문골,재단 총인건비 관련 업무추진,4,"70,000",신용카드,시책
65,과제관리 담당 주무관,2022.08.18.11:17:13,버거킹,미래성북과제 추진 현황 확인 관련 업무추진,4,"38,500",신용카드,시책
66,법제통계팀장,2022.08.18.12:06:07,포앤시드니,자치법규 정비 관련 업무추진,5,"66,000",제로페이,시책
67,법제통계팀장,2022.08.18.12:08:05,커피나무,자치법규 정비 관련 업무추진,5,"20,600",제로페이,시책
68,예산팀장,2022.08.18.12:19:57,카페어거스티,하반기 특별조정교부금 신청 관련 업무추진,3,"21,000",신용카드,시책
69,기획예산과장,2022.08.18.12:20:50,테리키친,공약사업 이행방안 발굴 관련 업무추진,3,"34,000",신용카드,시책
70,예산팀장,2022.08.18.16:03:47,꿈꾸는 이상,대외재정 확보 관련 업무추진,20,"480,000",신용카드,시책
71,미래성북 담당 주무관,2022.08.19.11:55:46,옛날불고기,가용부지 활용 유관부서 협의 관련 업무추진,4,"48,000",신용카드,시책
72,기획예산과장,2022.08.19.12:19:57,카페어거스티,상반기 과제별 성과평가 관련 업무추진,3,"12,000",신용카드,시책
73,자치분권 담당 주무관,2022.08.19.12:36:26,태조감조국,자치분권 활성화 방안 발굴 관련 업무추진,6,"80,000",신용카드,시책
74,기획예산과장,2022.08.19.16:35:40,꿈꾸는 이상,제2차 추경편성 관련 업무추진,23,"464,000",신용카드,시책
75,과제관리 담당 주무관,2022.08.22.07:43:57,오블롱,상반기 조직별 성과평가 관련 업무추진,4,"56,900",신용카드,시책
76,기금 담당 주무관,2022.08.22.12:09:43,카페희다,기금 존속기한 연장 및 폐지 관련 업무추진,6,"28,900",신용카드,시책
77,기획재정국장,2022.08.22.12:10:44,엘리카츠,제2차 추가경정예산 관련 업무추진,4,"41,000",신용카드,시책
78,미래성북 담당 주무관,2022.08.22.12:12:35,까쉬,신규정책 검토 관련 업무추진,4,"14,400",신용카드,시책
79,기획예산과장,2022.08.22.12:27:46,한우설렁탕,대외재정확보 관련 업무추진,21,"430,000",신용카드,시책
80,기획예산과장,2022.08.23.12:07:57,한우설렁탕,지방재정투자심사 관련 업무추진,6,"94,000",제로페이,시책
81,법제통계팀장,2022.08.23.12:08:49,현참치,구정인식조사 관련 업무추진,6,"49,000",제로페이,시책
82,기획예산과장,2022.08.23.19:48:10,고향돌김치삼겹살,시구 공동협력사업 검토 관련 업무추진,10,"158,000",신용카드,시책
83,기획예산과장,2022.08.24.12:03:44,브라운돈까스,공공데이터플랫폼 운영 관련 업무추진,6,"44,500",제로페이,시책
84,기획팀장,2022.08.24.12:12:31,라운드테이블,구정 신규과제 발굴 관련 업무추진,3,"27,000",신용카드,시책
85,대외재정 담당 주무관,2022.08.24.12:37:03,카오산,국시비 확보 관련 업무추진,5,"45,000",신용카드,시책
86,과제관리 담당 주무관,2022.08.24.14:33:13,나폴레옹,상반기 과제별 성과평가 관련 업무추진,13,"174,800",신용카드,시책
87,기획예산과장,2022.08.25.11:19:41,동우정,상반기 과제별 성과평가 관련 업무추진,3,"40,000",신용카드,시책
88,기획예산과장,2022.08.25.11:20:56,와플엘리,상반기 과제별 성과평가 관련 업무추진,3,"15,500",신용카드,시책
89,기획팀장,2022.08.25.11:29:54,버거파크,주요사업 및 민생 현장방문 관련 업무추진,5,"62,900",신용카드,시책
90,예산팀장,2022.08.25.12:02:51,아마,지방재정영향평과 관련 업무추진,4,"44,000",신용카드,시책
91,대외재정 담당 주무관,2022.08.25.12:06:51,어테이블,국시비 확보 관련 업무추진,6,"26,000",신용카드,시책
92,법제업무담당,2022.08.25.12:07:14,옛날불고기,법률자문업무 관련 업무추진,3,"30,000",제로페이,시책
93,기획예산과장,2022.08.25.21:01:17,참나무닭나라,주민배심원단 구성 관련 업무추진,7,"161,500",신용카드,시책
94,통계담당 주무관,2022.08.26.12:30:34,카페뮬,통계조사 지원 관련 업무추진,3,"13,370",제로페이,시책
95,투자심사 담당 주무관,2022.08.26.18:12:07,파리바게뜨,하반기 자체투자심사 관련 업무추진,15,"90,000",신용카드,시책
96,기획재정국장,2022.08.26.20:22:05,강원축산,국 주요시책사업 추진 직원 격려 관련 업무추진,15,"385,000",신용카드,기관
97,기획재정국장,2022.08.26.21:28:07,또래오래,국 주요시책사업 추진 직원 격려 관련 업무추진,10,"51,000",신용카드,기관
98,예산팀장,2022.08.29.09:12:28,쿠팡㈜,지방재정영향평과 관련 업무추진,10,"55,000",신용카드,시책
99,법제통계팀장,2022.08.29.11:55:17,성북순두부,통계연보 제작 관련 업무추진,6,"44,300",제로페이,시책
100,기획재정국장,2022.08.29.12:20:11,모짜,지자체 합동평가 관련 업무추진,8,"114,000",신용카드,시책
101,미래성북 담당 주무관,2022.08.29.12:23:53,소마,가용부지 활용 유관부서 협의 관련 업무추진,4,"28,000",신용카드,시책
102,대외평가 담당 주무관,2022.08.29.18:35:25,뽀까슈,대외평가 자료 제출 관련 업무추진,3,"28,700",신용카드,시책
103,예산팀장,2022.08.29.19:14:45,제주고깃집,2023년 시비 예산 확보 관련 업무추진,7,"150,000",신용카드,시책
104,미래성북 담당 주무관,2022.08.30.11:49:05,뽀까슈,공공시설 조성방향 협의 관련 업무추진,4,"38,900",신용카드,시책
105,예산팀장,2022.08.30.12:06:45,뽀까슈,중기지방재정계획 수립 관련 업무추진,6,"59,400",신용카드,시책
106,재단 담당 주무관,2022.08.30.12:10:21,옛날불고기,재단 세출 편성요구 사업설명서 관련 업무추진,3,"27,000",제로페이,시책
107,법제담당,2022.08.30.12:11:59,성북손두부,자치법규 정비 관련 업무추진,5,"40,000",제로페이,시책
108,공약 담당 주무관,2022.08.30.12:19:43,닭장,공약관리 규칙 개정 관련 업무추진,5,"71,000",신용카드,시책
109,지시사항 담당 주무관,2022.08.30.12:29:53,소일,지시사항 관리카드 운영 관련 업무추진,3,"14,000",신용카드,시책
110,통계담당 주무관,2022.08.30.18:14:48,GS25,공공데이터 플랫폼 운영 관련 업무추진,3,"6,050",신용카드,시책
111,중기지방재정계획 담당 주무관,2022.08.30.18:19:41,파리바게뜨,중기지방재정계획 수립 관련 업무추진,20,"170,000",신용카드,시책
112,기획재정국장,2022.08.30.20:28:24,오매가매,대외재정 확보 관련 업무추진,6,"82,000",신용카드,시책
113,기획예산과장,2022.08.30.20:29:59,보문골,구정인식조사 관련 업무추진,8,"144,000",신용카드,시책
114,기획예산과장,2022.08.3012:28:44.,이웃집샤브,대외재정 확보 관련 업무추진,9,"174,700",신용카드,시책
115,대외재정 담당 주무관,2022.08.31.12:01:53,성신초밥,대외재정 확보 관련 업무추진,5,"44,000",신용카드,시책
116,법제통계팀장,2022.08.31.12:07:56,성신초밥,조례규칙심의 관련 업무추진,7,"60,000",제로페이,시책
117,기획예산과장,2022.08.31.12:51:27,팬쿡,구정 신규과제 발굴 관련 업무추진,3,"212,100",신용카드,시책
118,기획예산과장,2022.08.31.12:56:35,스타벅스,구정 신규과제 발굴 관련 업무추진,3,"32,000",신용카드,시책
119,재단 담당 주무관,2022.08.31.19:51:38,유황오리 해물아구찜탕,재단 경영평가 용역 결과보고회 관련 업무추진,5,"96,000",신용카드,시책
계,,,,,,"9,579,520",,
